Date,Location,Cases,Area
2021-03-28,Μαγνησία,17,Θεσσαλία
2021-03-28,Μεσσηνία,6,Πελοπόννησος
2021-03-28,Νάξος & Μικρές Κυκλάδες,2,Αιγαίο Πέλαγος
2021-03-28,Ξάνθη,2,Θράκη
2021-03-28,Πέλλα,14,Μακεδονία
2021-03-28,Πειραιάς,54,Στερεά Ελλάδα
2021-03-28,Πιερία,4,Μακεδονία
2021-03-28,Ρέθυμνο,3,Κρήτη
2021-03-28,Λάρισα,89,Θεσσαλία
2021-03-28,Ροδόπη,8,Θράκη
2021-03-28,Ρόδος,8,Αιγαίο Πέλαγος
2021-03-28,Σέρρες,15,Μακεδονία
2021-03-28,Τρίκαλα,3,Θεσσαλία
2021-03-28,Φθιώτιδα,12,Στερεά Ελλάδα
2021-03-28,Φλώρινα,1,Μακεδονία
2021-03-28,Φωκίδα,1,Στερεά Ελλάδα
2021-03-28,Χίος,3,Αιγαίο Πέλαγος
2021-03-28,Χαλκιδική,7,Μακεδονία
2021-03-28,Χανιά,11,Κρήτη
2021-03-28,Πρέβεζα,4,Ήπειρος
2021-03-28,Κόρινθος,20,Πελοπόννησος
2021-03-28,Κάλυμνος,6,Αιγαίο Πέλαγος
2021-03-28,Κιλκίς,20,Μακεδονία
2021-03-28,Έβρος,6,Θράκη
2021-03-28,Αιτωλοακαρνανία,8,Στερεά Ελλάδα
2021-03-28,Αργολίδα,12,Πελοπόννησος
2021-03-28,Κοζάνη,36,Μακεδονία
2021-03-28,Αττική,607,Στερεά Ελλάδα
2021-03-28,Αχαΐα,54,Πελοπόννησος
2021-03-28,Βοιωτία,13,Στερεά Ελλάδα
2021-03-28,Γρεβενά,11,Μακεδονία
2021-03-28,Δράμα,4,Μακεδονία
2021-03-28,Ευρυτανία,4,Στερεά Ελλάδα
2021-03-28,Εύβοια,16,Στερεά Ελλάδα
2021-03-28,Ζάκυνθος,4,Ιόνιο Πέλαγος
2021-03-28,Αρκαδία,11,Πελοπόννησος
2021-03-28,Ημαθία,12,Μακεδονία
2021-03-28,Ηράκλειο,15,Κρήτη
2021-03-28,Θεσπρωτία,4,Ήπειρος
2021-03-28,Θεσσαλονίκη,230,Μακεδονία
2021-03-28,Ιωάννινα,30,Ήπειρος
2021-03-28,Ηλεία,20,Πελοπόννησος
2021-03-28,Κάρπαθος,1,Αιγαίο Πέλαγος
2021-03-28,Κέρκυρα,4,Ιόνιο Πέλαγος
2021-03-28,Καβάλα,9,Μακεδονία
2021-03-28,Καρδίτσα,16,Θεσσαλία
2021-03-28,Καστοριά,7,Μακεδονία
2021-03-28,Κεφαλλονιά,4,Ιόνιο Πέλαγος
2021-03-29,Λάρισα,80,Θεσσαλία
2021-03-29,Πειραιάς,161,Στερεά Ελλάδα
2021-03-29,Αθήνα,241,Στερεά Ελλάδα
2021-03-29,Αττική,773,Στερεά Ελλάδα
2021-03-30,Αθήνα,241,Στερεά Ελλάδα
2021-03-30,Αττική,773,Στερεά Ελλάδα
2021-03-30,Τρίκαλα,11,Θεσσαλία
2021-03-31,Ξάνθη,7,Θράκη
2021-03-31,Νάξος & Μικρές Κυκλάδες,4,Αιγαίο Πέλαγος
2021-03-31,Μύκονος,2,Αιγαίο Πέλαγος
2021-03-31,Μεσσηνία,8,Πελοπόννησος
2021-03-31,Μαγνησία,42,Θεσσαλία
2021-03-31,Λακωνία,10,Πελοπόννησος
2021-03-31,Λέσβος,10,Αιγαίο Πέλαγος
2021-03-31,Λάρισα,97,Θεσσαλία
2021-03-31,Χανιά,24,Κρήτη
2021-03-31,Πάρος,3,Αιγαίο Πέλαγος
2021-03-31,Μήλος,2,Αιγαίο Πέλαγος
2021-03-31,Πέλλα,62,Μακεδονία
2021-03-31,Κόρινθος,43,Πελοπόννησος
2021-03-31,Πιερία,8,Μακεδονία
2021-03-31,Πρέβεζα,3,Ήπειρος
2021-03-31,Ρέθυμνο,23,Κρήτη
2021-03-31,Ροδόπη,23,Θράκη
2021-03-31,Ρόδος,11,Αιγαίο Πέλαγος
2021-03-31,Σάμος,2,Αιγαίο Πέλαγος
2021-03-31,Σέρρες,55,Μακεδονία
2021-03-31,Τρίκαλα,13,Θεσσαλία
2021-03-31,Φθιώτιδα,31,Στερεά Ελλάδα
2021-03-31,Φλώρινα,8,Μακεδονία
2021-03-31,Χίος,10,Αιγαίο Πέλαγος
2021-03-31,Χαλκιδική,29,Μακεδονία
2021-03-31,Πειραιάς,273,Στερεά Ελλάδα
2021-03-31,Κως,4,Αιγαίο Πέλαγος
2021-03-31,Καστοριά,16,Μακεδονία
2021-03-31,Κιλκίς,27,Μακεδονία
2021-03-31,Κοζάνη,84,Μακεδονία
2021-03-31,Έβρος,20,Θράκη
2021-03-31,Αιτωλοακαρνανία,18,Στερεά Ελλάδα
2021-03-31,Αργολίδα,16,Πελοπόννησος
2021-03-31,Αρκαδία,19,Πελοπόννησος
2021-03-31,Αττική,1706,Στερεά Ελλάδα
2021-03-31,Βοιωτία,23,Στερεά Ελλάδα
2021-03-31,Γρεβενά,10,Μακεδονία
2021-03-31,Ευρυτανία,14,Στερεά Ελλάδα
2021-03-31,Εύβοια,41,Στερεά Ελλάδα
2021-03-31,Ζάκυνθος,17,Ιόνιο Πέλαγος
2021-03-31,Ηλεία,31,Πελοπόννησος
2021-03-31,Δράμα,19,Μακεδονία
2021-03-31,Ηράκλειο,61,Κρήτη
2021-03-31,Κεφαλλονιά,7,Ιόνιο Πέλαγος
2021-03-31,Ημαθία,23,Μακεδονία
2021-03-31,Καβάλα,21,Μακεδονία
2021-03-31,Κέρκυρα,20,Ιόνιο Πέλαγος
2021-03-31,Κάρπαθος,4,Αιγαίο Πέλαγος
2021-03-31,Κάλυμνος,4,Αιγαίο Πέλαγος
2021-03-31,Καρδίτσα,24,Θεσσαλία
2021-03-31,Ιθάκη,1,Ιόνιο Πέλαγος
2021-03-31,Θεσσαλονίκη,535,Μακεδονία
2021-03-31,Θεσπρωτία,8,Ήπειρος
2021-03-31,Θάσος,3,Μακεδονία
2021-03-31,Ιωάννινα,54,Ήπειρος
2021-04-01,Αττική,1649,Στερεά Ελλάδα
2021-04-02,Αττική,676,Στερεά Ελλάδα
2021-04-02,Αχαρνές,889,Στερεά Ελλάδα
2021-04-02,Ηράκλειο,23,Κρήτη
2021-04-03,Αττική,1525,Στερεά Ελλάδα
2021-04-03,Θεσσαλονίκη,28,Μακεδονία
2021-04-04,Κοζάνη,975,Μακεδονία
2021-04-04,Αττική,921,Στερεά Ελλάδα
2021-04-04,Αχαΐα,108,Πελοπόννησος
2021-04-05,Κοζάνη,28,Μακεδονία
2021-04-05,Αττική,676,Στερεά Ελλάδα
2021-04-05,Θεσσαλονίκη,783,Μακεδονία
2021-04-06,Αττική,676,Στερεά Ελλάδα
2021-04-06,Θεσσαλονίκη,622,Μακεδονία
2021-04-06,Κοζάνη,98,Μακεδονία
2021-04-07,Αττική,676,Στερεά Ελλάδα
2021-04-07,Θεσσαλονίκη,660,Μακεδονία
2021-04-07,Κοζάνη,55,Μακεδονία
2021-04-08,Κύθνος,1,Αιγαίο Πέλαγος
2021-04-08,Πειραιάς,245,Στερεά Ελλάδα
2021-04-08,Πέλλα,398,Μακεδονία
2021-04-08,Ξάνθη,11,Θράκη
2021-04-08,Νάξος & Μικρές Κυκλάδες,3,Αιγαίο Πέλαγος
2021-04-08,Μεσσηνία,10,Πελοπόννησος
2021-04-08,Λασίθι,6,Κρήτη
2021-04-08,Μήλος,1,Αιγαίο Πέλαγος
2021-04-08,Πιερία,18,Μακεδονία
2021-04-08,Λακωνία,4,Πελοπόννησος
2021-04-08,Λέσβος,13,Αιγαίο Πέλαγος
2021-04-08,Λάρισα,89,Θεσσαλία
2021-04-08,Μαγνησία,31,Θεσσαλία
2021-04-08,Πρέβεζα,3,Ήπειρος
2021-04-08,Σάμος,1,Αιγαίο Πέλαγος
2021-04-08,Ροδόπη,14,Θράκη
2021-04-08,Ρόδος,22,Αιγαίο Πέλαγος
2021-04-08,Σέρρες,55,Μακεδονία
2021-04-08,Σαντορίνη,1,Αιγαίο Πέλαγος
2021-04-08,Τήνος,1,Αιγαίο Πέλαγος
2021-04-08,Τρίκαλα,10,Θεσσαλία
2021-04-08,Φθιώτιδα,18,Στερεά Ελλάδα
2021-04-08,Φλώρινα,3,Μακεδονία
2021-04-08,Φωκίδα,4,Στερεά Ελλάδα
2021-04-08,Χίος,7,Αιγαίο Πέλαγος
2021-04-08,Χαλκιδική,33,Μακεδονία
2021-04-08,Χανιά,31,Κρήτη
2021-04-08,Ρέθυμνο,13,Κρήτη
2021-04-08,Κόρινθος,28,Πελοπόννησος
2021-04-08,Κεφαλλονιά,4,Ιόνιο Πέλαγος
2021-04-08,Κοζάνη,52,Μακεδονία
2021-04-08,Έβρος,26,Θράκη
2021-04-08,Αθήνα,246,Στερεά Ελλάδα
2021-04-08,Αιτωλοακαρνανία,42,Στερεά Ελλάδα
2021-04-08,Αργολίδα,15,Πελοπόννησος
2021-04-08,Αρκαδία,18,Πελοπόννησος
2021-04-08,Αττική,676,Στερεά Ελλάδα
2021-04-08,Αχαΐα,117,Πελοπόννησος
2021-04-08,Βοιωτία,38,Στερεά Ελλάδα
2021-04-08,Γρεβενά,5,Μακεδονία
2021-04-08,Δράμα,12,Μακεδονία
2021-04-08,Ευρυτανία,8,Στερεά Ελλάδα
2021-04-08,Εύβοια,29,Στερεά Ελλάδα
2021-04-08,Ηλεία,24,Πελοπόννησος
2021-04-08,Ζάκυνθος,7,Ιόνιο Πέλαγος
2021-04-08,Ηράκλειο,45,Κρήτη
2021-04-08,Κιλκίς,25,Μακεδονία
2021-04-08,Κως,10,Αιγαίο Πέλαγος
2021-04-08,Καστοριά,20,Μακεδονία
2021-04-08,Καρδίτσα,22,Θεσσαλία
2021-04-08,Καβάλα,15,Μακεδονία
2021-04-08,Ημαθία,23,Μακεδονία
2021-04-08,Κέρκυρα,8,Ιόνιο Πέλαγος
2021-04-08,Ιωάννινα,22,Ήπειρος
2021-04-08,Ικαρία,1,Αιγαίο Πέλαγος
2021-04-08,Θεσσαλονίκη,435,Μακεδονία
2021-04-08,Θεσπρωτία,2,Ήπειρος
2021-04-08,Θάσος,4,Μακεδονία
2021-04-08,Κάλυμνος,22,Αιγαίο Πέλαγος
2021-04-09,Λάρισα,77,Θεσσαλία
2021-04-09,Αθήνα,246,Στερεά Ελλάδα
2021-04-09,Αττική,676,Στερεά Ελλάδα
2021-04-10,Αττική,676,Στερεά Ελλάδα
2021-04-11,Λάρισα,58,Θεσσαλία
2021-04-11,Αττική,676,Στερεά Ελλάδα
2021-04-12,Αττική,676,Στερεά Ελλάδα
2021-04-13,Αττική,676,Στερεά Ελλάδα
2021-04-14,Αττική,676,Στερεά Ελλάδα
2021-04-14,Θεσσαλονίκη,475,Μακεδονία
2021-04-15,Λάρισα,127,Θεσσαλία
2021-04-15,Πειραιάς,283,Στερεά Ελλάδα
2021-04-15,Πέλλα,56,Μακεδονία
2021-04-15,Ξάνθη,18,Θράκη
2021-04-15,Νάξος & Μικρές Κυκλάδες,1,Αιγαίο Πέλαγος
2021-04-15,Μύκονος,2,Αιγαίο Πέλαγος
2021-04-15,Λευκάδα,1,Ιόνιο Πέλαγος
2021-04-15,Μαγνησία,52,Θεσσαλία
2021-04-15,Λασίθι,10,Κρήτη
2021-04-15,Λακωνία,15,Πελοπόννησος
2021-04-15,Λήμνος,2,Αιγαίο Πέλαγος
2021-04-15,Λέσβος,2,Αιγαίο Πέλαγος
2021-04-15,Μεσσηνία,3,Πελοπόννησος
2021-04-15,Πιερία,19,Μακεδονία
2021-04-15,Ροδόπη,19,Θράκη
2021-04-15,Ρέθυμνο,19,Κρήτη
2021-04-15,Ρόδος,5,Αιγαίο Πέλαγος
2021-04-15,Σάμος,12,Αιγαίο Πέλαγος
2021-04-15,Σέρρες,73,Μακεδονία
2021-04-15,Σύρος - Ερμούπολη,1,Αιγαίο Πέλαγος
2021-04-15,Τήνος,1,Αιγαίο Πέλαγος
2021-04-15,Τρίκαλα,24,Θεσσαλία
2021-04-15,Φθιώτιδα,28,Στερεά Ελλάδα
2021-04-15,Φλώρινα,7,Μακεδονία
2021-04-15,Φωκίδα,5,Στερεά Ελλάδα
2021-04-15,Χίος,7,Αιγαίο Πέλαγος
2021-04-15,Χαλκιδική,27,Μακεδονία
2021-04-15,Χανιά,23,Κρήτη
2021-04-15,Πρέβεζα,1,Ήπειρος
2021-04-15,Κύθνος,1,Αιγαίο Πέλαγος
2021-04-15,Θάσος,5,Μακεδονία
2021-04-15,Κως,5,Αιγαίο Πέλαγος
2021-04-15,Αιτωλοακαρνανία,15,Στερεά Ελλάδα
2021-04-15,Αργολίδα,26,Πελοπόννησος
2021-04-15,Αρκαδία,17,Πελοπόννησος
2021-04-15,Αττική,1861,Στερεά Ελλάδα
2021-04-15,Αχαΐα,83,Πελοπόννησος
2021-04-15,Βοιωτία,40,Στερεά Ελλάδα
2021-04-15,Γρεβενά,9,Μακεδονία
2021-04-15,Δράμα,21,Μακεδονία
2021-04-15,Ευρυτανία,7,Στερεά Ελλάδα
2021-04-15,Εύβοια,41,Στερεά Ελλάδα
2021-04-15,Ζάκυνθος,6,Ιόνιο Πέλαγος
2021-04-15,Ηλεία,23,Πελοπόννησος
2021-04-15,Ημαθία,25,Μακεδονία
2021-04-15,Ηράκλειο,68,Κρήτη
2021-04-15,Κόρινθος,35,Πελοπόννησος
2021-04-15,Θεσπρωτία,5,Ήπειρος
2021-04-15,Θεσσαλονίκη,521,Μακεδονία
2021-04-15,Ικαρία,1,Αιγαίο Πέλαγος
2021-04-15,Ιωάννινα,23,Ήπειρος
2021-04-15,Κάλυμνος,28,Αιγαίο Πέλαγος
2021-04-15,Κάρπαθος,2,Αιγαίο Πέλαγος
2021-04-15,Κέρκυρα,11,Ιόνιο Πέλαγος
2021-04-15,Καβάλα,52,Μακεδονία
2021-04-15,Καρδίτσα,34,Θεσσαλία
2021-04-15,Καστοριά,22,Μακεδονία
2021-04-15,Κιλκίς,80,Μακεδονία
2021-04-15,Κοζάνη,53,Μακεδονία
2021-04-15,Έβρος,44,Θράκη
2021-04-16,Λάρισα,127,Θεσσαλία
2021-04-16,Αττική,676,Στερεά Ελλάδα
2021-04-17,Αττική,676,Στερεά Ελλάδα
2021-04-18,Αττική,676,Στερεά Ελλάδα
2021-04-19,Αττική,1198,Στερεά Ελλάδα
2021-04-20,Κόρινθος,32,Πελοπόννησος
2021-04-20,Χανιά,30,Κρήτη
2021-04-20,Λάρισα,101,Θεσσαλία
2021-04-20,Λέσβος,9,Αιγαίο Πέλαγος
2021-04-20,Λακωνία,6,Πελοπόννησος
2021-04-20,Λασίθι,5,Κρήτη
2021-04-20,Μαγνησία,68,Θεσσαλία
2021-04-20,Μεσσηνία,3,Πελοπόννησος
2021-04-20,Μύκονος,2,Αιγαίο Πέλαγος
2021-04-20,Ξάνθη,37,Θράκη
2021-04-20,Πέλλα,49,Μακεδονία
2021-04-20,Πειραιάς,211,Στερεά Ελλάδα
2021-04-20,Πιερία,24,Μακεδονία
2021-04-20,Πρέβεζα,2,Ήπειρος
2021-04-20,Ρέθυμνο,20,Κρήτη
2021-04-20,Ροδόπη,28,Θράκη
2021-04-20,Ρόδος,14,Αιγαίο Πέλαγος
2021-04-20,Σέρρες,61,Μακεδονία
2021-04-20,Σαντορίνη,2,Αιγαίο Πέλαγος
2021-04-20,Τρίκαλα,16,Θεσσαλία
2021-04-20,Φθιώτιδα,28,Στερεά Ελλάδα
2021-04-20,Φλώρινα,7,Μακεδονία
2021-04-20,Χίος,7,Αιγαίο Πέλαγος
2021-04-20,Χαλκιδική,19,Μακεδονία
2021-04-20,Κως,4,Αιγαίο Πέλαγος
2021-04-20,Κοζάνη,62,Μακεδονία
2021-04-20,Καρδίτσα,20,Θεσσαλία
2021-04-20,Κεφαλλονιά,3,Ιόνιο Πέλαγος
2021-04-20,Κιλκίς,27,Μακεδονία
2021-04-20,Έβρος,28,Θράκη
2021-04-20,Αιτωλοακαρνανία,20,Στερεά Ελλάδα
2021-04-20,Αργολίδα,18,Πελοπόννησος
2021-04-20,Αρκαδία,21,Πελοπόννησος
2021-04-20,Αττική,676,Στερεά Ελλάδα
2021-04-20,Βοιωτία,53,Στερεά Ελλάδα
2021-04-20,Γρεβενά,3,Μακεδονία
2021-04-20,Δράμα,18,Μακεδονία
2021-04-20,Ευρυτανία,2,Στερεά Ελλάδα
2021-04-20,Εύβοια,62,Στερεά Ελλάδα
2021-04-20,Αχαΐα,92,Πελοπόννησος
2021-04-20,Ηλεία,25,Πελοπόννησος
2021-04-20,Καστοριά,18,Μακεδονία
2021-04-20,Ζάκυνθος,5,Ιόνιο Πέλαγος
2021-04-20,Καβάλα,59,Μακεδονία
2021-04-20,Κέρκυρα,4,Ιόνιο Πέλαγος
2021-04-20,Ιωάννινα,29,Ήπειρος
2021-04-20,Κάλυμνος,31,Αιγαίο Πέλαγος
2021-04-20,Θεσπρωτία,5,Ήπειρος
2021-04-20,Θάσος,4,Μακεδονία
2021-04-20,Ηράκλειο,71,Κρήτη
2021-04-20,Ημαθία,23,Μακεδονία
2021-04-20,Θεσσαλονίκη,512,Μακεδονία
2021-04-21,Πειραιάς,206,Στερεά Ελλάδα
2021-04-21,Ξάνθη,18,Θράκη
2021-04-21,Πέλλα,52,Μακεδονία
2021-04-21,Πάρος,1,Αιγαίο Πέλαγος
2021-04-21,Νάξος & Μικρές Κυκλάδες,1,Αιγαίο Πέλαγος
2021-04-21,Λακωνία,5,Πελοπόννησος
2021-04-21,Μαγνησία,36,Θεσσαλία
2021-04-21,Λευκάδα,2,Ιόνιο Πέλαγος
2021-04-21,Λασίθι,2,Κρήτη
2021-04-21,Λέσβος,8,Αιγαίο Πέλαγος
2021-04-21,Πιερία,11,Μακεδονία
2021-04-21,Μεσσηνία,7,Πελοπόννησος
2021-04-21,Πρέβεζα,6,Ήπειρος
2021-04-21,Χαλκιδική,17,Μακεδονία
2021-04-21,Ροδόπη,13,Θράκη
2021-04-21,Ρόδος,3,Αιγαίο Πέλαγος
2021-04-21,Σέρρες,43,Μακεδονία
2021-04-21,Σαντορίνη,2,Αιγαίο Πέλαγος
2021-04-21,Σύρος - Ερμούπολη,2,Αιγαίο Πέλαγος
2021-04-21,Τρίκαλα,5,Θεσσαλία
2021-04-21,Φθιώτιδα,25,Στερεά Ελλάδα
2021-04-21,Φλώρινα,10,Μακεδονία
2021-04-21,Φωκίδα,2,Στερεά Ελλάδα
2021-04-21,Χίος,1,Αιγαίο Πέλαγος
2021-04-21,Χανιά,16,Κρήτη
2021-04-21,Λάρισα,101,Θεσσαλία
2021-04-21,Ρέθυμνο,31,Κρήτη
2021-04-21,Κύθνος,1,Αιγαίο Πέλαγος
2021-04-21,Θεσσαλονίκη,1418,Μακεδονία
2021-04-21,Κως,8,Αιγαίο Πέλαγος
2021-04-21,Άρτα,3,Ήπειρος
2021-04-21,Έβρος,15,Θράκη
2021-04-21,Αιτωλοακαρνανία,13,Στερεά Ελλάδα
2021-04-21,Αργολίδα,18,Πελοπόννησος
2021-04-21,Αρκαδία,24,Πελοπόννησος
2021-04-21,Αττική,676,Στερεά Ελλάδα
2021-04-21,Αχαΐα,65,Πελοπόννησος
2021-04-21,Βοιωτία,29,Στερεά Ελλάδα
2021-04-21,Γρεβενά,4,Μακεδονία
2021-04-21,Δράμα,19,Μακεδονία
2021-04-21,Ευρυτανία,3,Στερεά Ελλάδα
2021-04-21,Εύβοια,72,Στερεά Ελλάδα
2021-04-21,Ηλεία,20,Πελοπόννησος
2021-04-21,Ζάκυνθος,9,Ιόνιο Πέλαγος
2021-04-21,Καβάλα,40,Μακεδονία
2021-04-21,Ηράκλειο,52,Κρήτη
2021-04-21,Θάσος,5,Μακεδονία
2021-04-21,Θεσπρωτία,4,Ήπειρος
2021-04-21,Κόρινθος,28,Πελοπόννησος
2021-04-21,Ιωάννινα,29,Ήπειρος
2021-04-21,Κάλυμνος,16,Αιγαίο Πέλαγος
2021-04-21,Κέρκυρα,6,Ιόνιο Πέλαγος
2021-04-21,Ημαθία,24,Μακεδονία
2021-04-21,Καρδίτσα,9,Θεσσαλία
2021-04-21,Καστοριά,12,Μακεδονία
2021-04-21,Κιλκίς,40,Μακεδονία
2021-04-21,Κοζάνη,52,Μακεδονία
2021-04-22,Αττική,676,Στερεά Ελλάδα
2021-04-25,Αττική,676,Στερεά Ελλάδα
2021-04-26,Αθήνα,161,Στερεά Ελλάδα
2021-04-27,Θεσσαλονίκη,418,Μακεδονία
2021-04-27,Αττική,418,Στερεά Ελλάδα
2021-04-28,Θεσσαλονίκη,1263,Μακεδονία
2021-05-04,Χανιά,27,Κρήτη
2021-05-04,Λέσβος,4,Αιγαίο Πέλαγος
2021-05-04,Λήμνος,3,Αιγαίο Πέλαγος
2021-05-04,Λακωνία,9,Πελοπόννησος
2021-05-04,Λασίθι,4,Κρήτη
2021-05-04,Μαγνησία,24,Θεσσαλία
2021-05-04,Μεσσηνία,19,Πελοπόννησος
2021-05-04,Μύκονος,1,Αιγαίο Πέλαγος
2021-05-04,Νάξος & Μικρές Κυκλάδες,1,Αιγαίο Πέλαγος
2021-05-04,Ξάνθη,13,Θράκη
2021-05-04,Πάρος,2,Αιγαίο Πέλαγος
2021-05-04,Πέλλα,13,Μακεδονία
2021-05-04,Πειραιάς,91,Στερεά Ελλάδα
2021-05-04,Πιερία,3,Μακεδονία
2021-05-04,Πρέβεζα,2,Ήπειρος
2021-05-04,Ρέθυμνο,3,Κρήτη
2021-05-04,Ροδόπη,5,Θράκη
2021-05-04,Ρόδος,7,Αιγαίο Πέλαγος
2021-05-04,Σάμος,1,Αιγαίο Πέλαγος
2021-05-04,Σέρρες,4,Μακεδονία
2021-05-04,Τήνος,1,Αιγαίο Πέλαγος
2021-05-04,Τρίκαλα,10,Θεσσαλία
2021-05-04,Φθιώτιδα,6,Στερεά Ελλάδα
2021-05-04,Φλώρινα,5,Μακεδονία
2021-05-04,Φωκίδα,2,Στερεά Ελλάδα
2021-05-04,Χίος,2,Αιγαίο Πέλαγος
2021-05-04,Χαλκιδική,2,Μακεδονία
2021-05-04,Λάρισα,36,Θεσσαλία
2021-05-04,Κόρινθος,24,Πελοπόννησος
2021-05-04,Κιλκίς,18,Μακεδονία
2021-05-04,Κοζάνη,30,Μακεδονία
2021-05-04,Κως,4,Αιγαίο Πέλαγος
2021-05-04,Έβρος,14,Θράκη
2021-05-04,Αθήνα,181,Στερεά Ελλάδα
2021-05-04,Αιτωλοακαρνανία,61,Στερεά Ελλάδα
2021-05-04,Αργολίδα,7,Πελοπόννησος
2021-05-04,Αρκαδία,8,Πελοπόννησος
2021-05-04,Αττική,556,Στερεά Ελλάδα
2021-05-04,Βοιωτία,25,Στερεά Ελλάδα
2021-05-04,Γρεβενά,6,Μακεδονία
2021-05-04,Δράμα,10,Μακεδονία
2021-05-04,Εύβοια,19,Στερεά Ελλάδα
2021-05-04,Ζάκυνθος,3,Ιόνιο Πέλαγος
2021-05-04,Ηλεία,4,Πελοπόννησος
2021-05-04,Αχαΐα,18,Πελοπόννησος
2021-05-04,Ηράκλειο,30,Κρήτη
2021-05-04,Καστοριά,8,Μακεδονία
2021-05-04,Ημαθία,6,Μακεδονία
2021-05-04,Καρδίτσα,10,Θεσσαλία
2021-05-04,Καβάλα,10,Μακεδονία
2021-05-04,Κέρκυρα,10,Ιόνιο Πέλαγος
2021-05-04,Κάλυμνος,49,Αιγαίο Πέλαγος
2021-05-04,Κάρπαθος,5,Αιγαίο Πέλαγος
2021-05-04,Ικαρία,9,Αιγαίο Πέλαγος
2021-05-04,Θεσσαλονίκη,181,Μακεδονία
2021-05-04,Θεσπρωτία,10,Ήπειρος
2021-05-04,Θάσος,4,Μακεδονία
2021-05-04,Ιωάννινα,12,Ήπειρος
2021-05-06,Μαγνησία,59,Θεσσαλία
2021-05-06,Ξάνθη,37,Θράκη
2021-05-06,Νάξος & Μικρές Κυκλάδες,4,Αιγαίο Πέλαγος
2021-05-06,Μεσσηνία,8,Πελοπόννησος
2021-05-06,Λευκάδα,1,Ιόνιο Πέλαγος
2021-05-06,Κόρινθος,33,Πελοπόννησος
2021-05-06,Λακωνία,8,Πελοπόννησος
2021-05-06,Λέσβος,12,Αιγαίο Πέλαγος
2021-05-06,Λάρισα,78,Θεσσαλία
2021-05-06,Κύθνος,2,Αιγαίο Πέλαγος
2021-05-06,Πάρος,2,Αιγαίο Πέλαγος
2021-05-06,Λασίθι,12,Κρήτη
2021-05-06,Πέλλα,14,Μακεδονία
2021-05-06,Χαλκιδική,10,Μακεδονία
2021-05-06,Πιερία,13,Μακεδονία
2021-05-06,Πρέβεζα,4,Ήπειρος
2021-05-06,Ρέθυμνο,12,Κρήτη
2021-05-06,Ροδόπη,16,Θράκη
2021-05-06,Ρόδος,1,Αιγαίο Πέλαγος
2021-05-06,Σάμος,1,Αιγαίο Πέλαγος
2021-05-06,Σέρρες,41,Μακεδονία
2021-05-06,Τρίκαλα,31,Θεσσαλία
2021-05-06,Φθιώτιδα,25,Στερεά Ελλάδα
2021-05-06,Φλώρινα,9,Μακεδονία
2021-05-06,Φωκίδα,6,Στερεά Ελλάδα
2021-05-06,Χίος,2,Αιγαίο Πέλαγος
2021-05-06,Χανιά,42,Κρήτη
2021-05-06,Πειραιάς,195,Στερεά Ελλάδα
2021-05-06,Κως,8,Αιγαίο Πέλαγος
2021-05-06,Κιλκίς,27,Μακεδονία
2021-05-06,Κεφαλλονιά,6,Ιόνιο Πέλαγος
2021-05-06,Έβρος,42,Θράκη
2021-05-06,Αιτωλοακαρνανία,121,Στερεά Ελλάδα
2021-05-06,Αργολίδα,12,Πελοπόννησος
2021-05-06,Αρκαδία,14,Πελοπόννησος
2021-05-06,Αττική,162,Στερεά Ελλάδα
2021-05-06,Αχαΐα,71,Πελοπόννησος
2021-05-06,Βοιωτία,60,Στερεά Ελλάδα
2021-05-06,Γρεβενά,6,Μακεδονία
2021-05-06,Δράμα,16,Μακεδονία
2021-05-06,Ευρυτανία,2,Στερεά Ελλάδα
2021-05-06,Εύβοια,49,Στερεά Ελλάδα
2021-05-06,Ζάκυνθος,2,Ιόνιο Πέλαγος
2021-05-06,Ηλεία,22,Πελοπόννησος
2021-05-06,Κοζάνη,42,Μακεδονία
2021-05-06,Ηράκλειο,56,Κρήτη
2021-05-06,Ημαθία,19,Μακεδονία
2021-05-06,Καστοριά,9,Μακεδονία
2021-05-06,Καρδίτσα,13,Θεσσαλία
2021-05-06,Καβάλα,23,Μακεδονία
2021-05-06,Κάρπαθος,3,Αιγαίο Πέλαγος
2021-05-06,Κέρκυρα,43,Ιόνιο Πέλαγος
2021-05-06,Ιωάννινα,52,Ήπειρος
2021-05-06,Ικαρία,3,Αιγαίο Πέλαγος
2021-05-06,Θεσσαλονίκη,417,Μακεδονία
2021-05-06,Θεσπρωτία,7,Ήπειρος
2021-05-06,Θάσος,1,Μακεδονία
2021-05-06,Κάλυμνος,32,Αιγαίο Πέλαγος
2021-05-07,Μύκονος,1,Αιγαίο Πέλαγος
2021-05-07,Πάρος,1,Αιγαίο Πέλαγος
2021-05-07,Ξάνθη,12,Θράκη
2021-05-07,Νάξος & Μικρές Κυκλάδες,10,Αιγαίο Πέλαγος
2021-05-07,Μεσσηνία,10,Πελοπόννησος
2021-05-07,Κύθνος,1,Αιγαίο Πέλαγος
2021-05-07,Λασίθι,10,Κρήτη
2021-05-07,Λακωνία,5,Πελοπόννησος
2021-05-07,Λέσβος,16,Αιγαίο Πέλαγος
2021-05-07,Λάρισα,58,Θεσσαλία
2021-05-07,Πέλλα,13,Μακεδονία
2021-05-07,Μαγνησία,58,Θεσσαλία
