Date,Location,Cases,Area
2020-10-24,Λάρισα,37,Θεσσαλία
2020-10-24,Χίος,4,Αιγαίο Πέλαγος
2020-10-24,Κοζάνη,30,Μακεδονία
2020-10-24,Άρτα,1,Ήπειρος
2020-10-24,Έβρος,11,Θράκη
2020-10-24,Αργολίδα,1,Πελοπόννησος
2020-10-24,Αρκαδία,6,Πελοπόννησος
2020-10-24,Αττική,228,Στερεά Ελλάδα
2020-10-24,Αχαΐα,4,Πελοπόννησος
2020-10-24,Βοιωτία,5,Στερεά Ελλάδα
2020-10-24,Δράμα,14,Μακεδονία
2020-10-24,Εύβοια,6,Στερεά Ελλάδα
2020-10-24,Κόρινθος,2,Πελοπόννησος
2020-10-24,Ηράκλειο,5,Κρήτη
2020-10-24,Θεσπρωτία,2,Ήπειρος
2020-10-24,Θεσσαλονίκη,217,Μακεδονία
2020-10-24,Ιωάννινα,30,Ήπειρος
2020-10-24,Κέρκυρα,4,Ιόνιο Πέλαγος
2020-10-24,Καβάλα,12,Μακεδονία
2020-10-24,Καρδίτσα,4,Θεσσαλία
2020-10-24,Καστοριά,27,Μακεδονία
2020-10-24,Κιλκίς,15,Μακεδονία
2020-10-24,Ημαθία,13,Μακεδονία
2020-10-25,Πρέβεζα,2,Ήπειρος
2020-10-25,Πιερία,14,Μακεδονία
2020-10-25,Πέλλα,12,Μακεδονία
2020-10-25,Μεσσηνία,2,Πελοπόννησος
2020-10-25,Νάξος & Μικρές Κυκλάδες,3,Αιγαίο Πέλαγος
2020-10-25,Μύκονος,1,Αιγαίο Πέλαγος
2020-10-25,Ροδόπη,24,Θράκη
2020-10-25,Ξάνθη,11,Θράκη
2020-10-25,Ρόδος,2,Αιγαίο Πέλαγος
2020-10-25,Φθιώτιδα,1,Στερεά Ελλάδα
2020-10-25,Σαντορίνη,1,Αιγαίο Πέλαγος
2020-10-25,Σύρος - Ερμούπολη,1,Αιγαίο Πέλαγος
2020-10-25,Τρίκαλα,4,Θεσσαλία
2020-10-25,Φλώρινα,2,Μακεδονία
2020-10-25,Χίος,67,Αιγαίο Πέλαγος
2020-10-25,Χαλκιδική,7,Μακεδονία
2020-10-25,Χανιά,1,Κρήτη
2020-10-25,Μαγνησία,7,Θεσσαλία
2020-10-25,Σέρρες,200,Μακεδονία
2020-10-25,Λάρισα,32,Θεσσαλία
2020-10-25,Λέσβος,1,Αιγαίο Πέλαγος
2020-10-25,Κοζάνη,15,Μακεδονία
2020-10-25,Κόρινθος,7,Πελοπόννησος
2020-10-25,Έβρος,19,Θράκη
2020-10-25,Αιτωλοακαρνανία,1,Στερεά Ελλάδα
2020-10-25,Αργολίδα,3,Πελοπόννησος
2020-10-25,Αττική,227,Στερεά Ελλάδα
2020-10-25,Αχαΐα,6,Πελοπόννησος
2020-10-25,Δράμα,13,Μακεδονία
2020-10-25,Εύβοια,6,Στερεά Ελλάδα
2020-10-25,Ζάκυνθος,1,Ιόνιο Πέλαγος
2020-10-25,Ηλεία,1,Πελοπόννησος
2020-10-25,Γρεβενά,2,Μακεδονία
2020-10-25,Ηράκλειο,11,Κρήτη
2020-10-25,Θεσσαλονίκη,181,Μακεδονία
2020-10-25,Ιωάννινα,36,Ήπειρος
2020-10-25,Κέρκυρα,2,Ιόνιο Πέλαγος
2020-10-25,Καβάλα,5,Μακεδονία
2020-10-25,Καρδίτσα,1,Θεσσαλία
2020-10-25,Καστοριά,5,Μακεδονία
2020-10-25,Κιλκίς,9,Μακεδονία
2020-10-25,Ημαθία,4,Μακεδονία
2020-10-26,Πιερία,14,Μακεδονία
2020-10-26,Περιστέρι,31,Στερεά Ελλάδα
2020-10-26,Πέλλα,12,Μακεδονία
2020-10-26,Ξάνθη,11,Θράκη
2020-10-26,Μαγνησία,7,Θεσσαλία
2020-10-26,Μύκονος,1,Αιγαίο Πέλαγος
2020-10-26,Μεσσηνία,12,Πελοπόννησος
2020-10-26,Λέσβος,1,Αιγαίο Πέλαγος
2020-10-26,Πρέβεζα,2,Ήπειρος
2020-10-26,Νάξος & Μικρές Κυκλάδες,3,Αιγαίο Πέλαγος
2020-10-26,Ρέθυμνο,1,Κρήτη
2020-10-26,Χίος,3,Αιγαίο Πέλαγος
2020-10-26,Ρόδος,2,Αιγαίο Πέλαγος
2020-10-26,Σάμος,5,Αιγαίο Πέλαγος
2020-10-26,Σέρρες,181,Μακεδονία
2020-10-26,Σαντορίνη,1,Αιγαίο Πέλαγος
2020-10-26,Σύρος - Ερμούπολη,2,Αιγαίο Πέλαγος
2020-10-26,Τρίκαλα,10,Θεσσαλία
2020-10-26,Φθιώτιδα,3,Στερεά Ελλάδα
2020-10-26,Χανιά,5,Κρήτη
2020-10-26,Φλώρινα,2,Μακεδονία
2020-10-26,Χαλκιδική,7,Μακεδονία
2020-10-26,Λάρισα,41,Θεσσαλία
2020-10-26,Ροδόπη,32,Θράκη
2020-10-26,Κόρινθος,7,Πελοπόννησος
2020-10-26,Αργολίδα,3,Πελοπόννησος
2020-10-26,Κοζάνη,15,Μακεδονία
2020-10-26,Άρτα,5,Ήπειρος
2020-10-26,Κως,1,Αιγαίο Πέλαγος
2020-10-26,Αιτωλοακαρνανία,4,Στερεά Ελλάδα
2020-10-26,Αρκαδία,5,Πελοπόννησος
2020-10-26,Αττική,260,Στερεά Ελλάδα
2020-10-26,Αχαΐα,16,Πελοπόννησος
2020-10-26,Βοιωτία,6,Στερεά Ελλάδα
2020-10-26,Γρεβενά,2,Μακεδονία
2020-10-26,Δράμα,13,Μακεδονία
2020-10-26,Εύβοια,6,Στερεά Ελλάδα
2020-10-26,Ζάκυνθος,1,Ιόνιο Πέλαγος
2020-10-26,Έβρος,19,Θράκη
2020-10-26,Ημαθία,5,Μακεδονία
2020-10-26,Ηλεία,1,Πελοπόννησος
2020-10-26,Καστοριά,8,Μακεδονία
2020-10-26,Καρδίτσα,7,Θεσσαλία
2020-10-26,Καβάλα,6,Μακεδονία
2020-10-26,Κιλκίς,9,Μακεδονία
2020-10-26,Ιωάννινα,52,Ήπειρος
2020-10-26,Θεσσαλονίκη,227,Μακεδονία
2020-10-26,Θεσπρωτία,2,Ήπειρος
2020-10-26,Ηράκλειο,11,Κρήτη
2020-10-26,Κέρκυρα,5,Ιόνιο Πέλαγος
2020-10-27,Πέλλα,20,Μακεδονία
2020-10-27,Κόρινθος,5,Πελοπόννησος
2020-10-27,Λάρισα,47,Θεσσαλία
2020-10-27,Λέσβος,6,Αιγαίο Πέλαγος
2020-10-27,Μαγνησία,8,Θεσσαλία
2020-10-27,Μεσσηνία,7,Πελοπόννησος
2020-10-27,Νάξος & Μικρές Κυκλάδες,6,Αιγαίο Πέλαγος
2020-10-27,Ξάνθη,15,Θράκη
2020-10-27,Περιστέρι,43,Στερεά Ελλάδα
2020-10-27,Φθιώτιδα,5,Στερεά Ελλάδα
2020-10-27,Ροδόπη,73,Θράκη
2020-10-27,Ρόδος,9,Αιγαίο Πέλαγος
2020-10-27,Σέρρες,239,Μακεδονία
2020-10-27,Φλώρινα,2,Μακεδονία
2020-10-27,Χίος,61,Αιγαίο Πέλαγος
2020-10-27,Χαλκιδική,22,Μακεδονία
2020-10-27,Χανιά,5,Κρήτη
2020-10-27,Κως,1,Αιγαίο Πέλαγος
2020-10-27,Πιερία,7,Μακεδονία
2020-10-27,Κοζάνη,12,Μακεδονία
2020-10-27,Τρίκαλα,19,Θεσσαλία
2020-10-27,Καστοριά,2,Μακεδονία
2020-10-27,Άρτα,2,Ήπειρος
2020-10-27,Έβρος,20,Θράκη
2020-10-27,Αιτωλοακαρνανία,4,Στερεά Ελλάδα
2020-10-27,Αρκαδία,3,Πελοπόννησος
2020-10-27,Αττική,295,Στερεά Ελλάδα
2020-10-27,Αχαΐα,18,Πελοπόννησος
2020-10-27,Βοιωτία,4,Στερεά Ελλάδα
2020-10-27,Γρεβενά,1,Μακεδονία
2020-10-27,Δράμα,18,Μακεδονία
2020-10-27,Κιλκίς,11,Μακεδονία
2020-10-27,Ηλεία,8,Πελοπόννησος
2020-10-27,Ημαθία,13,Μακεδονία
2020-10-27,Ηράκλειο,7,Κρήτη
2020-10-27,Θεσπρωτία,4,Ήπειρος
2020-10-27,Θεσσαλονίκη,291,Μακεδονία
2020-10-27,Ιωάννινα,21,Ήπειρος
2020-10-27,Κέρκυρα,12,Ιόνιο Πέλαγος
2020-10-27,Καβάλα,12,Μακεδονία
2020-10-27,Καρδίτσα,9,Θεσσαλία
2020-10-27,Εύβοια,7,Στερεά Ελλάδα
2020-10-28,Ξάνθη,15,Θράκη
2020-10-28,Νάξος & Μικρές Κυκλάδες,6,Αιγαίο Πέλαγος
2020-10-28,Μεσσηνία,10,Πελοπόννησος
2020-10-28,Μαγνησία,10,Θεσσαλία
2020-10-28,Λάρισα,61,Θεσσαλία
2020-10-28,Λασίθι,2,Κρήτη
2020-10-28,Λήμνος,1,Αιγαίο Πέλαγος
2020-10-28,Λέσβος,6,Αιγαίο Πέλαγος
2020-10-28,Πέλλα,34,Μακεδονία
2020-10-28,Λευκάδα,1,Ιόνιο Πέλαγος
2020-10-28,Πιερία,18,Μακεδονία
2020-10-28,Χαλκιδική,22,Μακεδονία
2020-10-28,Ροδόπη,73,Θράκη
2020-10-28,Ρόδος,9,Αιγαίο Πέλαγος
2020-10-28,Σέρρες,158,Μακεδονία
2020-10-28,Σαντορίνη,3,Αιγαίο Πέλαγος
2020-10-28,Τρίκαλα,19,Θεσσαλία
2020-10-28,Φθιώτιδα,5,Στερεά Ελλάδα
2020-10-28,Φλώρινα,4,Μακεδονία
2020-10-28,Χίος,61,Αιγαίο Πέλαγος
2020-10-28,Κως,1,Αιγαίο Πέλαγος
2020-10-28,Χανιά,5,Κρήτη
2020-10-28,Πρέβεζα,1,Ήπειρος
2020-10-28,Κοζάνη,12,Μακεδονία
2020-10-28,Κόρινθος,5,Πελοπόννησος
2020-10-28,Καστοριά,15,Μακεδονία
2020-10-28,Κιλκίς,13,Μακεδονία
2020-10-28,Άρτα,2,Ήπειρος
2020-10-28,Έβρος,26,Θράκη
2020-10-28,Αθήνα,4,Στερεά Ελλάδα
2020-10-28,Αιτωλοακαρνανία,4,Στερεά Ελλάδα
2020-10-28,Αργολίδα,1,Πελοπόννησος
2020-10-28,Αρκαδία,5,Πελοπόννησος
2020-10-28,Αχαΐα,18,Πελοπόννησος
2020-10-28,Βοιωτία,6,Στερεά Ελλάδα
2020-10-28,Γρεβενά,2,Μακεδονία
2020-10-28,Δράμα,34,Μακεδονία
2020-10-28,Αττική,28000,Στερεά Ελλάδα
2020-10-28,Ηλεία,8,Πελοπόννησος
2020-10-28,Ημαθία,13,Μακεδονία
2020-10-28,Ηράκλειο,7,Κρήτη
2020-10-28,Θεσπρωτία,4,Ήπειρος
2020-10-28,Θεσσαλονίκη,384,Μακεδονία
2020-10-28,Ικαρία,1,Αιγαίο Πέλαγος
2020-10-28,Ιωάννινα,51,Ήπειρος
2020-10-28,Κέρκυρα,12,Ιόνιο Πέλαγος
2020-10-28,Καβάλα,13,Μακεδονία
2020-10-28,Καρδίτσα,9,Θεσσαλία
2020-10-28,Εύβοια,7,Στερεά Ελλάδα
2020-10-29,Πιερία,18,Μακεδονία
2020-10-29,Πέλλα,34,Μακεδονία
2020-10-29,Ξάνθη,30,Θράκη
2020-10-29,Νάξος & Μικρές Κυκλάδες,2,Αιγαίο Πέλαγος
2020-10-29,Μύκονος,1,Αιγαίο Πέλαγος
2020-10-29,Λήμνος,1,Αιγαίο Πέλαγος
2020-10-29,Μαγνησία,10,Θεσσαλία
2020-10-29,Λευκάδα,1,Ιόνιο Πέλαγος
2020-10-29,Λασίθι,3,Κρήτη
2020-10-29,Πρέβεζα,4,Ήπειρος
2020-10-29,Μεσσηνία,30,Πελοπόννησος
2020-10-29,Ρέθυμνο,2,Κρήτη
2020-10-29,Χανιά,7,Κρήτη
2020-10-29,Ρόδος,5,Αιγαίο Πέλαγος
2020-10-29,Σέρρες,158,Μακεδονία
2020-10-29,Σαντορίνη,3,Αιγαίο Πέλαγος
2020-10-29,Σύρος - Ερμούπολη,1,Αιγαίο Πέλαγος
2020-10-29,Τήνος,1,Αιγαίο Πέλαγος
2020-10-29,Τρίκαλα,16,Θεσσαλία
2020-10-29,Φθιώτιδα,5,Στερεά Ελλάδα
2020-10-29,Φλώρινα,4,Μακεδονία
2020-10-29,Χίος,3,Αιγαίο Πέλαγος
2020-10-29,Χαλκιδική,9,Μακεδονία
2020-10-29,Λέσβος,7,Αιγαίο Πέλαγος
2020-10-29,Ροδόπη,57,Θράκη
2020-10-29,Λάρισα,61,Θεσσαλία
2020-10-29,Αρκαδία,5,Πελοπόννησος
2020-10-29,Κως,50,Αιγαίο Πέλαγος
2020-10-29,Κόρινθος,5,Πελοπόννησος
2020-10-29,Άρτα,1,Ήπειρος
2020-10-29,Έβρος,26,Θράκη
2020-10-29,Αιτωλοακαρνανία,6,Στερεά Ελλάδα
2020-10-29,Αργολίδα,1,Πελοπόννησος
2020-10-29,Αττική,419,Στερεά Ελλάδα
2020-10-29,Βοιωτία,6,Στερεά Ελλάδα
2020-10-29,Γρεβενά,2,Μακεδονία
2020-10-29,Δράμα,34,Μακεδονία
2020-10-29,Εύβοια,3,Στερεά Ελλάδα
2020-10-29,Ηλεία,1,Πελοπόννησος
2020-10-29,Αχαΐα,13,Πελοπόννησος
2020-10-29,Ηράκλειο,13,Κρήτη
2020-10-29,Κοζάνη,30,Μακεδονία
2020-10-29,Ημαθία,13,Μακεδονία
2020-10-29,Καστοριά,15,Μακεδονία
2020-10-29,Καρδίτσα,11,Θεσσαλία
2020-10-29,Καβάλα,19,Μακεδονία
2020-10-29,Κιλκίς,14,Μακεδονία
2020-10-29,Ιωάννινα,51,Ήπειρος
2020-10-29,Ικαρία,1,Αιγαίο Πέλαγος
2020-10-29,Θεσσαλονίκη,384,Μακεδονία
2020-10-29,Θεσπρωτία,4,Ήπειρος
2020-10-29,Κέρκυρα,4,Ιόνιο Πέλαγος
2020-10-30,Λευκάδα,2,Ιόνιο Πέλαγος
2020-10-30,Πιερία,17,Μακεδονία
2020-10-30,Πέλλα,29,Μακεδονία
2020-10-30,Πάρος,1,Αιγαίο Πέλαγος
2020-10-30,Ξάνθη,30,Θράκη
2020-10-30,Μεσσηνία,38,Πελοπόννησος
2020-10-30,Μύκονος,1,Αιγαίο Πέλαγος
2020-10-30,Μαγνησία,11,Θεσσαλία
2020-10-30,Μήλος,1,Αιγαίο Πέλαγος
2020-10-30,Πρέβεζα,8,Ήπειρος
2020-10-30,Νάξος & Μικρές Κυκλάδες,2,Αιγαίο Πέλαγος
2020-10-30,Ρέθυμνο,2,Κρήτη
2020-10-30,Χανιά,7,Κρήτη
2020-10-30,Ρόδος,6,Αιγαίο Πέλαγος
2020-10-30,Σάμος,1,Αιγαίο Πέλαγος
2020-10-30,Σέρρες,51,Μακεδονία
2020-10-30,Σαντορίνη,1,Αιγαίο Πέλαγος
2020-10-30,Σύρος - Ερμούπολη,1,Αιγαίο Πέλαγος
2020-10-30,Τήνος,1,Αιγαίο Πέλαγος
2020-10-30,Τρίκαλα,28,Θεσσαλία
2020-10-30,Φθιώτιδα,5,Στερεά Ελλάδα
2020-10-30,Φλώρινα,6,Μακεδονία
2020-10-30,Χίος,3,Αιγαίο Πέλαγος
2020-10-30,Χαλκιδική,24,Μακεδονία
2020-10-30,Λασίθι,3,Κρήτη
2020-10-30,Ροδόπη,217,Θράκη
2020-10-30,Λακωνία,1,Πελοπόννησος
2020-10-30,Αργολίδα,2,Πελοπόννησος
2020-10-30,Λάρισα,300,Θεσσαλία
2020-10-30,Έβρος,34,Θράκη
2020-10-30,Αιτωλοακαρνανία,6,Στερεά Ελλάδα
2020-10-30,Αρκαδία,3,Πελοπόννησος
2020-10-30,Αττική,422,Στερεά Ελλάδα
2020-10-30,Αχαΐα,14,Πελοπόννησος
2020-10-30,Βοιωτία,9,Στερεά Ελλάδα
2020-10-30,Γρεβενά,2,Μακεδονία
2020-10-30,Δράμα,33,Μακεδονία
2020-10-30,Εύβοια,5,Στερεά Ελλάδα
2020-10-30,Ηλεία,1,Πελοπόννησος
2020-10-30,Ημαθία,24,Μακεδονία
2020-10-30,Άρτα,4,Ήπειρος
2020-10-30,Θεσπρωτία,4,Ήπειρος
2020-10-30,Ηράκλειο,13,Κρήτη
2020-10-30,Κύθνος,1,Αιγαίο Πέλαγος
2020-10-30,Κόρινθος,5,Πελοπόννησος
2020-10-30,Κοζάνη,30,Μακεδονία
2020-10-30,Κιλκίς,14,Μακεδονία
2020-10-30,Λέσβος,7,Αιγαίο Πέλαγος
2020-10-30,Καρδίτσα,11,Θεσσαλία
2020-10-30,Καβάλα,33,Μακεδονία
2020-10-30,Κέρκυρα,8,Ιόνιο Πέλαγος
2020-10-30,Ιωάννινα,24,Ήπειρος
2020-10-30,Θεσσαλονίκη,60000,Μακεδονία
2020-10-30,Καστοριά,14,Μακεδονία
2020-10-31,Πέλλα,29,Μακεδονία
2020-10-31,Πάρος,1,Αιγαίο Πέλαγος
2020-10-31,Ξάνθη,31,Θράκη
2020-10-31,Μεσσηνία,38,Πελοπόννησος
2020-10-31,Μήλος,1,Αιγαίο Πέλαγος
2020-10-31,Λευκάδα,2,Ιόνιο Πέλαγος
2020-10-31,Λασίθι,2,Κρήτη
2020-10-31,Λακωνία,1,Πελοπόννησος
2020-10-31,Λέσβος,14,Αιγαίο Πέλαγος
2020-10-31,Μαγνησία,15,Θεσσαλία
2020-10-31,Πιερία,25,Μακεδονία
2020-10-31,Ροδόπη,65,Θράκη
2020-10-31,Ρέθυμνο,2,Κρήτη
2020-10-31,Ρόδος,6,Αιγαίο Πέλαγος
2020-10-31,Σάμος,1,Αιγαίο Πέλαγος
2020-10-31,Σέρρες,82,Μακεδονία
2020-10-31,Φθιώτιδα,2,Στερεά Ελλάδα
2020-10-31,Φλώρινα,6,Μακεδονία
2020-10-31,Φωκίδα,1,Στερεά Ελλάδα
2020-10-31,Χίος,4,Αιγαίο Πέλαγος
2020-10-31,Χαλκιδική,30,Μακεδονία
2020-10-31,Λάρισα,89,Θεσσαλία
2020-10-31,Χανιά,8,Κρήτη
2020-10-31,Πρέβεζα,8,Ήπειρος
2020-10-31,Τρίκαλα,28,Θεσσαλία
2020-10-31,Κύθνος,1,Αιγαίο Πέλαγος
2020-10-31,Κοζάνη,20,Μακεδονία
2020-10-31,Κόρινθος,3,Πελοπόννησος
2020-10-31,Άρτα,4,Ήπειρος
2020-10-31,Έβρος,34,Θράκη
2020-10-31,Αιτωλοακαρνανία,6,Στερεά Ελλάδα
2020-10-31,Αργολίδα,2,Πελοπόννησος
2020-10-31,Αρκαδία,8,Πελοπόννησος
2020-10-31,Αχαΐα,14,Πελοπόννησος
2020-10-31,Βοιωτία,9,Στερεά Ελλάδα
2020-10-31,Γρεβενά,2,Μακεδονία
2020-10-31,Δράμα,54,Μακεδονία
2020-10-31,Εύβοια,5,Στερεά Ελλάδα
2020-10-31,Αττική,676,Στερεά Ελλάδα
2020-10-31,Ημαθία,24,Μακεδονία
2020-10-31,Ηλεία,1,Πελοπόννησος
2020-10-31,Καστοριά,11,Μακεδονία
2020-10-31,Καρδίτσα,21,Θεσσαλία
2020-10-31,Καβάλα,33,Μακεδονία
2020-10-31,Κέρκυρα,8,Ιόνιο Πέλαγος
2020-10-31,Κιλκίς,18,Μακεδονία
2020-10-31,Θεσσαλονίκη,839,Μακεδονία
2020-10-31,Θεσπρωτία,4,Ήπειρος
2020-10-31,Ηράκλειο,14,Κρήτη
2020-10-31,Ιωάννινα,24,Ήπειρος
2020-11-01,Πρέβεζα,6,Ήπειρος
2020-11-01,Λακωνία,4,Πελοπόννησος
2020-11-01,Λασίθι,2,Κρήτη
2020-11-01,Λευκάδα,1,Ιόνιο Πέλαγος
2020-11-01,Μαγνησία,42,Θεσσαλία
2020-11-01,Μεσσηνία,8,Πελοπόννησος
2020-11-01,Νάξος & Μικρές Κυκλάδες,3,Αιγαίο Πέλαγος
2020-11-01,Ξάνθη,31,Θράκη
2020-11-01,Πάρος,1,Αιγαίο Πέλαγος
2020-11-01,Πέλλα,31,Μακεδονία
2020-11-01,Πιερία,40,Μακεδονία
2020-11-01,Ρέθυμνο,3,Κρήτη
2020-11-01,Χανιά,8,Κρήτη
2020-11-01,Ρόδος,14,Αιγαίο Πέλαγος
2020-11-01,Σέρρες,82,Μακεδονία
2020-11-01,Σαντορίνη,1,Αιγαίο Πέλαγος
2020-11-01,Σύρος - Ερμούπολη,1,Αιγαίο Πέλαγος
2020-11-01,Τρίκαλα,27,Θεσσαλία
2020-11-01,Φθιώτιδα,2,Στερεά Ελλάδα
